name,price,product_url,image_url,category,subcategory,product_id,size,brand
Coles Orange Navel | approx. 250g,$0.75,https://www.coles.com.au/product/coles-orange-navel-approx.-250g-4255717,https://cdn.productimages.coles.com.au/productimages/4/4255717.jpg,Fruit & Vegetables,,4255717,approx. 250g,Coles
Coles Brown Onions | 1kg,$2.50,https://www.coles.com.au/product/coles-brown-onions-1kg-4803991,https://cdn.productimages.coles.com.au/productimages/4/4803991.jpg,Fruit & Vegetables,,4803991,1kg,Coles
Coles Baby Cucumbers | 250g,$3.00,https://www.coles.com.au/product/coles-baby-cucumbers-250g-4578148,https://cdn.productimages.coles.com.au/productimages/4/4578148.jpg,Fruit & Vegetables,,4578148,250g,Coles
Coles Potatoes Sweet Gold | approx. 500g,$1.75,https://www.coles.com.au/product/coles-potatoes-sweet-gold-approx.-500g-4199503,https://cdn.productimages.coles.com.au/productimages/4/4199503.jpg,Fruit & Vegetables,,4199503,approx. 500g,Coles
Coles Premium Strawberries | 350g,$3.90,https://www.coles.com.au/product/coles-premium-strawberries-350g-5707745,https://cdn.productimages.coles.com.au/productimages/5/5707745.jpg,Fruit & Vegetables,,5707745,350g,Coles
Coles Glasshouse Grape Tomatoes | 200g,$3.30,https://www.coles.com.au/product/coles-glasshouse-grape-tomatoes-200g-4498173,https://cdn.productimages.coles.com.au/productimages/4/4498173.jpg,Fruit & Vegetables,,4498173,200g,Coles
Coles Baby Broccoli | 1 Bunch,$2.70,https://www.coles.com.au/product/coles-baby-broccoli-1-bunch-5982477,https://cdn.productimages.coles.com.au/productimages/5/5982477.jpg,Fruit & Vegetables,,5982477,1 Bunch,Coles
Coles Tomatoes Greenhouse Truss | approx. 130g,$0.90,https://www.coles.com.au/product/coles-tomatoes-greenhouse-truss-approx.-130g-4628676,https://cdn.productimages.coles.com.au/productimages/4/4628676.jpg,Fruit & Vegetables,,4628676,approx. 130g,Coles
Fresh Eureka Premium Blueberries | 200g,$5.50,https://www.coles.com.au/product/fresh-eureka-premium-blueberries-200g-1736275,https://cdn.productimages.coles.com.au/productimages/1/1736275.jpg,Fruit & Vegetables,,1736275,200g,Fresh
Coles Green Beans Prepacked | 375g,$3.90,https://www.coles.com.au/product/coles-green-beans-prepacked-375g-4829204,https://cdn.productimages.coles.com.au/productimages/4/4829204.jpg,Fruit & Vegetables,,4829204,375g,Coles
Coles Cup Mushrooms | 500g,$6.00,https://www.coles.com.au/product/coles-cup-mushrooms-500g-4829838,https://cdn.productimages.coles.com.au/productimages/4/4829838.jpg,Fruit & Vegetables,,4829838,500g,Coles
Coles Rockmelon Half | 1 each,$2.25,https://www.coles.com.au/product/coles-rockmelon-half-1-each-5536970,https://cdn.productimages.coles.com.au/productimages/5/5536970.jpg,Fruit & Vegetables,,5536970,1,Coles
Coles Green Asparagus | 1 each,$3.00,https://www.coles.com.au/product/coles-green-asparagus-1-each-4838737,https://cdn.productimages.coles.com.au/productimages/4/4838737.jpg,Fruit & Vegetables,,4838737,1,Coles
Coles Rockmelon Whole | 1 each,$4.50,https://www.coles.com.au/product/coles-rockmelon-whole-1-each-428915,https://cdn.productimages.coles.com.au/productimages/4/428915.jpg,Fruit & Vegetables,,428915,1,Coles
