title,price,size,productUrl,imageUrl,category,brand
Colgate Slim Soft Advanced Ultra Soft Toothbrush Value,$9.20,2,https://www.igashop.com.au/product/496578,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/496578.jpg",Tooth Brushes,Colgate
Colgate Tooth Brush Charcoal Soft,$12.00,3,https://www.igashop.com.au/product/189621,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/189621.jpg",Tooth Brushes,Colgate
Colgate Tooth Brush Kids Junior Powered Child,$6.00,1,https://www.igashop.com.au/product/515128,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/515128.jpg",Tooth Brushes,Colgate
Colgate Tooth Brush Slim Soft Advanced Design,$12.00,3,https://www.igashop.com.au/product/190444,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/190444.jpg",Tooth Brushes,Colgate
Colgate Toothbrush Adult ZigZag Soft,$10.00,6,https://www.igashop.com.au/product/311401,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/311401.jpg",Tooth Brushes,Colgate
Colgate Toothbrush Soft Slim Charcoal,$4.00,1,https://www.igashop.com.au/product/3919,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/3919.jpg",Tooth Brushes,Colgate
Colgate Total Advanced Clean Fluoride Antibacterial Toothpaste,$6.20,115g,https://www.igashop.com.au/product/31098,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/31098.jpg",Tooth Paste,Colgate
Colgate Total Advanced Clean Fluoride Antibacterial Toothpaste,$10.10,200g,https://www.igashop.com.au/product/32552,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/32552.jpg",Tooth Paste,Colgate
Colgate Total Advanced Fresh Antibacterial Gel Toothpaste,$10.10,200g,https://www.igashop.com.au/product/29397,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/29397.jpg",Tooth Paste,Colgate
Colgate Total Advanced Fresh Antibacterial Toothpaste,$6.20,115g,https://www.igashop.com.au/product/160000011200,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/160000011200.jpg",Tooth Paste,Colgate
