title,price,size,productUrl,imageUrl,category,brand
Chill Out Cooler Bag,$5.00,1,https://www.igashop.com.au/product/180000002207,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/180000002207.jpg",Essentials,Unknown
I AM GOING TO CHILL Bag,$2.50,1,https://www.igashop.com.au/product/180000001355,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/180000001355.jpg",Essentials,Unknown
I Choose Re-Use 80% Recycled Bag,$0.15,1,https://www.igashop.com.au/product/160000018168,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/160000018168.jpg",Essentials,IGA
I Choose Re-Use 80% Recycled Bag,$0.15,1,https://www.igashop.com.au/product/160000018169,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/160000018169.jpg",Essentials,IGA
I CHOOSE RE-USE IGA Re-usable Bag,$0.15,1,https://www.igashop.com.au/product/931963,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/931963.jpg",Essentials,IGA
I CHOOSE RE-USE IGA Re-usable Bag,$0.15,1,https://www.igashop.com.au/product/931971,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/931971.jpg",Essentials,IGA
I CHOOSE RE-USE IGA Re-usable Red Bag,$1.00,1,https://www.igashop.com.au/product/180000001357,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/180000001357.jpg",Essentials,IGA
I Choose Re-Use Jute Bag,$3.50,1,https://www.igashop.com.au/product/180000002206,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/180000002206.jpg",Essentials,Unknown
Re-usable Jute Bag,$2.50,1,https://www.igashop.com.au/product/180000001356,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/180000001356.jpg",Essentials,Unknown
