name,price,product_url,image_url,category,subcategory,brand,size,canonical_brand
Prawn Gyoza 750g,$11.99,https://www.aldi.com.au/products/urban-eats-prawn-gyoza-750g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/ba73c4ff-2471-4f25-b308-6cee1d981ba0/urban-eats-prawn-gyoza-750g,Freezer,Frozen Party Food & Snacks,URBAN EATS,750g,URBAN EATS
Corn Kernels 1kg,$4.19,https://www.aldi.com.au/products/market-fare-corn-kernels-1kg,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/37f840d1-321d-4502-a544-9413e0024c39/market-fare-corn-kernels-1kg,Freezer,Frozen Fruit & Vegetables,MARKET FARE,1kg,MARKET FARE
Party Pies 24 Pack 1.12kg,$7.99,https://www.aldi.com.au/products/elmsbury-party-pies-24-pack-1-12kg,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/9b3fb8ec-175d-4064-a021-16fa685d81df/elmsbury-party-pies-24-pack-1-12kg,Freezer,Frozen Party Food & Snacks,ELMSBURY,1120g,ELMSBURY
Spider Stix Variety 10 Pack 750ml,$4.99,https://www.aldi.com.au/products/milfina-spider-stix-variety-10-pack-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/a6262d6c-a7e1-463b-ae34-a0cedeeb5cce/milfina-spider-stix-variety-10-pack-750ml,Freezer,Ice Cream Snacks,MILFINA,750ml,MILFINA
Party Pack 30 Pack 1.25kg,$12.99,https://www.aldi.com.au/products/elmsbury-party-pack-30-pack-1-25kg,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/9d5adb97-8035-49e5-b2c8-cffa508124cb/elmsbury-party-pack-30-pack-1-25kg,Freezer,Frozen Party Food & Snacks,ELMSBURY,1250g,ELMSBURY
Party Sausage Rolls 24 Pack 900g,$7.99,https://www.aldi.com.au/products/elmsbury-party-sausage-rolls-24-pack-900g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/c4452adc-7bff-4cb6-b815-931be1aa510a/elmsbury-party-sausage-rolls-24-pack-900g,Freezer,Frozen Party Food & Snacks,ELMSBURY,900g,ELMSBURY
Onion Rings 500g,$4.89,https://www.aldi.com.au/products/seasons-pride-onion-rings-500g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/6a79f81a-7509-428b-aaea-da97b8398cfa/seasons-pride-onion-rings-500g,Freezer,Frozen Fruit & Vegetables,SEASONS PRIDE,0.5kg,SEASONS PRIDE
Puff Pastry 1kg,$3.79,https://www.aldi.com.au/products/elmsbury-puff-pastry-1kg,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/6083e40f-06ca-41a4-9959-7ce1a9acc861/elmsbury-puff-pastry-1kg,Freezer,Frozen Desserts,ELMSBURY,1000g,ELMSBURY
Winter Vegetables 1kg,$3.69,https://www.aldi.com.au/products/market-fare-winter-vegetables-1kg,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/aa9b29fe-3d2f-40a6-99b3-ade060a474e9/market-fare-winter-vegetables-1kg,Freezer,Frozen Fruit & Vegetables,MARKET FARE,1kg,MARKET FARE
Green Beans 1kg,$2.79,https://www.aldi.com.au/products/market-fare-green-beans-1kg,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/50b18919-63d1-4c96-adf6-7a1fc4899a7f/market-fare-green-beans-1kg,Freezer,Frozen Fruit & Vegetables,MARKET FARE,1kg,MARKET FARE
Beer Batter Steak Cut Chips 750g,$3.99,https://www.aldi.com.au/products/seasons-pride-beer-batter-steak-cut-chips-750g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/a04670bc-cfa5-4d46-be1d-30a606a443f2/seasons-pride-beer-batter-steak-cut-chips-750g,Freezer,Chips & Wedges,SEASONS PRIDE,0.75kg,SEASONS PRIDE
Super Crunch Chips 1kg,$3.99,https://www.aldi.com.au/products/seasons-pride-super-crunch-chips-1kg,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/f5501be4-9eb1-46d2-958a-99fc57ed107e/seasons-pride-super-crunch-chips-1kg,Freezer,Chips & Wedges,SEASONS PRIDE,1kg,SEASONS PRIDE
Blue Ribbon Classic Vanilla 2L,$6.49,https://www.aldi.com.au/products/streets-blue-ribbon-classic-vanilla-2l,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/68e39ccc-a9d1-4362-9261-31cb0b061109/streets-blue-ribbon-classic-vanilla-2l,Freezer,Ice Cream Tubs,STREETS,2000ml,Streets
Fish Fingers 40 Pack 1kg,$8.49,https://www.aldi.com.au/products/ocean-royale-fish-fingers-40-pack-1kg,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/b0bf1447-adb3-4a9d-a0e6-3d09e54a02d1/ocean-royale-fish-fingers-40-pack-1kg,Freezer,Frozen Meat & Seafood,OCEAN ROYALE,1kg,OCEAN ROYALE
Silver Scoop Creamy Vanilla 2L,$5.00,https://www.aldi.com.au/products/silver-scoop-silver-scoop-creamy-vanilla-2l,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/22d61e68-685d-41c3-a5b3-a32d6cb2005c/silver-scoop-silver-scoop-creamy-vanilla-2l,Freezer,Ice Cream Tubs,SILVER SCOOP,2000ml,SILVER SCOOP
