name,price,product_url,image_url,category,subcategory,brand,size,canonical_brand
Sauvignon Blanc 750ml,$4.99,https://www.aldi.com.au/products/south-point-estate-sauvignon-blanc-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/89887537-149d-4bf9-9280-ee71acc87832/south-point-estate-sauvignon-blanc-750ml,Liquor,White Wine,SOUTH POINT ESTATE,,SOUTH POINT ESTATE
Vintners Cabernet Merlot 2L,$7.89,https://www.aldi.com.au/products/brooke-james-vintners-cabernet-merlot-2l,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/f8571f8d-d918-4e78-a2e0-8a0ea27ad1fc/brooke-james-vintners-cabernet-merlot-2l,Liquor,Red Wine,BROOKE JAMES,,BROOKE JAMES
Tawny NV 750ml,$4.69,https://www.aldi.com.au/products/keeper-s-glove-tawny-nv-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/80caea30-8823-4b40-a362-f828f063afe6/keeper-s-glove-tawny-nv-750ml,Liquor,Red Wine,KEEPER'S GLOVE,,KEEPER'S GLOVE
Tempranillo Bobal Superior 750mL,$5.99,https://www.aldi.com.au/products/el-toro-macho-tempranillo-bobal-superior-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/2567e3a7-05d9-4f93-ae94-182307e494e4/el-toro-macho-tempranillo-bobal-superior-750ml,Liquor,Red Wine,EL TORO MACHO,,EL TORO MACHO
Chardonnay 750ml,$3.49,https://www.aldi.com.au/products/precious-earth-chardonnay-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/cce2492c-c0a7-45ed-be62-227a542db3d5/precious-earth-chardonnay-750ml,Liquor,White Wine,PRECIOUS EARTH,,PRECIOUS EARTH
8YO Blended Scotch Whisky 700ml,$44.99,https://www.aldi.com.au/products/highland-black-8yo-blended-scotch-whisky-700ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/425b1de6-aae9-4b2d-9dcd-6bd754ef0fe3/highland-black-8yo-blended-scotch-whisky-700ml,Liquor,Spirits,HIGHLAND BLACK,,HIGHLAND BLACK
Malbec Reserva 750ml,$11.99,https://www.aldi.com.au/products/bodega-piedra-negra-malbec-reserva-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/23c2f777-9d94-41bc-9242-3290ce6b69ab/bodega-piedra-negra-malbec-reserva-750ml,Liquor,Red Wine,BODEGA PIEDRA NEGRA,,BODEGA PIEDRA NEGRA
Chardonnay Pinot Noir & Prosecco 750ml,$7.79,https://www.aldi.com.au/products/yellowglen-chardonnay-pinot-noir-prosecco-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/770cb447-2c72-48c2-8161-c1308e4158e9/yellowglen-chardonnay-pinot-noir-prosecco-750ml,Liquor,Sparkling & Champagne,YELLOWGLEN,,Yellowglen
Sauvignon Blanc Semillon 750ml,$8.99,https://www.aldi.com.au/products/a-c-byrne-co-sauvignon-blanc-semillon-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/8d241f0d-9fbe-486f-a446-7c4cf6452e62/a-c-byrne-co-sauvignon-blanc-semillon-750ml,Liquor,White Wine,A.C. BYRNE & CO.,,A.C. BYRNE & CO.
Barossa Shiraz 750ml,$17.99,https://www.aldi.com.au/products/blackstone-paddock-barossa-shiraz-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/9102a069-b57e-462e-9ed7-d953493b18b3/blackstone-paddock-barossa-shiraz-750ml,Liquor,Red Wine,BLACKSTONE PADDOCK,,BLACKSTONE PADDOCK
Summer White 750ml,$9.99,https://www.aldi.com.au/products/brown-brothers-summer-white-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/9cefd523-e05a-4175-9cd9-5aded1d92e93/brown-brothers-summer-white-750ml,Liquor,White Wine,BROWN BROTHERS,,Brown Brothers
Special Release Shiraz 750ml,$15.99,https://www.aldi.com.au/products/taylors-special-release-shiraz-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/ec67a2d9-5c82-4935-9aa0-d97c95d9a663/taylors-special-release-shiraz-750ml,Liquor,Red Wine,TAYLORS,,Taylor's
Margaret River Cabernet Sauvignon 750ml,$19.99,https://www.aldi.com.au/products/blackstone-paddock-margaret-river-cabernet-sauvignon-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/25505614-34e4-40de-aedc-6068de393d31/blackstone-paddock-margaret-river-cabernet-sauvignon-750ml,Liquor,Red Wine,BLACKSTONE PADDOCK,,BLACKSTONE PADDOCK
Carmènére 750ml,$7.99,https://www.aldi.com.au/products/luis-felipe-edwards-carmenere-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/63b165d0-dac6-4126-8b0d-bd8ac7c7427e/luis-felipe-edwards-carmenere-750ml,Liquor,Red Wine,LUIS FELIPE EDWARDS,,LUIS FELIPE EDWARDS
Limited Release Margaret River Chardonnay 750ml,$19.99,https://www.aldi.com.au/products/blackstone-paddock-limited-release-margaret-river-chardonnay-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/3a73b434-c207-4fb5-b300-c6f2c9e81f0e/blackstone-paddock-limited-release-margaret-river-chardonnay-750ml,Liquor,White Wine,BLACKSTONE PADDOCK,,BLACKSTONE PADDOCK
Provence Rosé 750ml,$13.99,https://www.aldi.com.au/products/la-mule-rose-provence-rose-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/78689b0a-cde4-497d-b030-80363f22d4f4/la-mule-rose-provence-rose-750ml,Liquor,Rose,LA MULE ROSE,,LA MULE ROSE
Watervale & Clare Valley Riesling 2025,$9.99,https://www.aldi.com.au/products/freya-and-jules-watervale-clare-valley-riesling-2025,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/71aff916-8d35-401d-9347-205639971092/freya-and-jules-watervale-clare-valley-riesling-2025,Liquor,White Wine,FREYA AND JULES,,FREYA AND JULES
Shiraz 1L,$5.99,https://www.aldi.com.au/products/small-talk-shiraz-1l,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/438ffb17-f4dd-4bc0-badf-3cb908ba546f/small-talk-shiraz-1l,Liquor,Red Wine,SMALL TALK,,SMALL TALK
Marlborough Sauvignon Blanc 750ml,$9.99,https://www.aldi.com.au/products/kaiora-bay-marlborough-sauvignon-blanc-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/5ae2d86d-b874-4a83-a2ea-6a2a39119e05/kaiora-bay-marlborough-sauvignon-blanc-750ml,Liquor,White Wine,KAIORA BAY,,KAIORA BAY
Sherry Cask Whisky 700ml,$55.99,https://www.aldi.com.au/products/glen-marnoch-sherry-cask-whisky-700ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/06a4cfb4-7937-4360-a5d4-15a286954253/glen-marnoch-sherry-cask-whisky-700ml,Liquor,Spirits,GLEN MARNOCH,,GLEN MARNOCH
Cabernet Franc Rosé 750ml,$9.99,https://www.aldi.com.au/products/loire-valley-cabernet-franc-rose-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/76998ec3-dcd3-4d46-9809-7117b6b9717a/loire-valley-cabernet-franc-rose-750ml,Liquor,Rose,LOIRE VALLEY,,LOIRE VALLEY
Pinot Gris 750ml,$10.99,https://www.aldi.com.au/products/l-expression-pinot-gris-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/376f49f0-dc57-420a-8591-1264c83b4422/l-expression-pinot-gris-750ml,Liquor,White Wine,L’EXPRESSION,,L’EXPRESSION
Pinot Noir 750ml,$11.99,https://www.aldi.com.au/products/les-argeli-res-pinot-noir-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/41da4ebe-bbbe-4522-9712-501341f5a809/les-argeli-res-pinot-noir-750ml,Liquor,Red Wine,LES ARGELIÈRES,,LES ARGELIÈRES
Merlot 750ml,$5.99,https://www.aldi.com.au/products/the-pond-merlot-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/240a6f81-b6e8-40f6-a211-13d6f4df7a3c/the-pond-merlot-750ml,Liquor,Red Wine,THE POND,,THE POND
Rose d' Anjou 2024 750ml,$11.99,https://www.aldi.com.au/products/soupcon-de-fruit-rose-d-anjou-2024-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/e3e71f25-04bc-4be1-92e4-684b80d803b0/soupcon-de-fruit-rose-d-anjou-2024-750ml,Liquor,Rose,SOUPCON DE FRUIT,,SOUPCON DE FRUIT
Smart Dog Portuguese Shiraz Alicante Bouchet 750ml,$7.99,https://www.aldi.com.au/products/smart-dog-smart-dog-portuguese-shiraz-alicante-bouchet-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/76f1365e-5a5b-4f5b-99fe-752c29474356/smart-dog-smart-dog-portuguese-shiraz-alicante-bouchet-750ml,Liquor,Red Wine,SMART DOG,,SMART DOG
Light and Fresh Sauvignon Blanc 750mL,$9.99,https://www.aldi.com.au/products/tatachilla-light-and-fresh-sauvignon-blanc-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/d268aca3-868f-4446-b08d-75d0b3fce718/tatachilla-light-and-fresh-sauvignon-blanc-750ml,Liquor,White Wine,TATACHILLA,,TATACHILLA
Semillon Sauvignon Blanc 750ml,$3.49,https://www.aldi.com.au/products/precious-earth-semillon-sauvignon-blanc-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/cabd642d-bb67-4ae8-a2ca-dd3ac7a82456/precious-earth-semillon-sauvignon-blanc-750ml,Liquor,White Wine,PRECIOUS EARTH,,PRECIOUS EARTH
Rosé 750ml,$4.99,https://www.aldi.com.au/products/south-point-estate-rose-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/47bfc8f6-1fcd-455f-a7ec-37fe43a55f5b/south-point-estate-rose-750ml,Liquor,Rose,SOUTH POINT ESTATE,,SOUTH POINT ESTATE
Pinot Grigio 750ml,$9.99,https://www.aldi.com.au/products/the-venturer-series-pinot-grigio-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/35ca1cfe-4501-4058-b700-4c81a91ca11a/the-venturer-series-pinot-grigio-750ml,Liquor,White Wine,THE VENTURER SERIES,,THE VENTURER SERIES
Sparkling Sangria 750ml,$7.99,https://www.aldi.com.au/products/sandara-sparkling-sangria-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/3973c79e-7dc2-495c-9154-58636eba3be5/sandara-sparkling-sangria-750ml,Liquor,Sparkling & Champagne,SANDARA,,SANDARA
Chardonnay 2024 750ml,$12.99,https://www.aldi.com.au/products/jean-marie-garnier-chardonnay-2024-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/2cf663ef-21d7-40a1-b118-4b866957d326/jean-marie-garnier-chardonnay-2024-750ml,Liquor,White Wine,JEAN-MARIE GARNIER,,JEAN-MARIE GARNIER
Asolo Prosecco Superiore DOCG 750ml,$12.99,https://www.aldi.com.au/products/collezione-oro-asolo-prosecco-superiore-docg-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/dd407301-6d29-48c7-a6d5-6af110bf18fc/collezione-oro-asolo-prosecco-superiore-docg-750ml,Liquor,Sparkling & Champagne,COLLEZIONE ORO,,COLLEZIONE ORO
The Bellini 750mL,$9.99,https://www.aldi.com.au/products/sofi-the-bellini-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/ed1c9727-7757-4eba-85e5-903e3b9ee3a4/sofi-the-bellini-750ml,Liquor,Sparkling & Champagne,SOFI,,SOFI
Lager Beer 24x330ml,$33.99,https://www.aldi.com.au/products/rivet-lager-beer-24x330ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/45cda14d-046f-4946-ae2b-abb114df3532/rivet-lager-beer-24x330ml,Liquor,Beer,RIVET,,RIVET
Midstrength Beer 12x330ml,$14.99,https://www.aldi.com.au/products/rivet-gold-midstrength-beer-12x330ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/ca0b499c-d3ea-42d6-8cd7-f669f0979dce/rivet-gold-midstrength-beer-12x330ml,Liquor,Beer,RIVET GOLD,,RIVET GOLD
Lager Beer 12x330ml,$22.99,https://www.aldi.com.au/products/leo-leo-beer-lager-beer-12x330ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/257708e1-da46-4164-bcbc-426f31cf83d0/leo-leo-beer-lager-beer-12x330ml,Liquor,Beer,LEO LEO.BEER,,LEO LEO.BEER
Pale Ale 12x375ml,$29.99,https://www.aldi.com.au/products/coopers-pale-ale-12x375ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/a2d4bb81-4ac3-4d2c-b2d2-c6f1d58260ec/coopers-pale-ale-12x375ml,Liquor,Beer,COOPERS,,Coopers
150 Lashes Pale Ale 12x330ml,$28.99,https://www.aldi.com.au/products/james-squire-150-lashes-pale-ale-12x330ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/1547462f-2b4c-4c0c-bea7-eef31365d200/james-squire-150-lashes-pale-ale-12x330ml,Liquor,Beer,JAMES SQUIRE,,James Squire
Munich Lager 4x500ml,$14.99,https://www.aldi.com.au/products/paulaner-munich-lager-4x500ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/b3fc3c2d-9e9d-432a-aa71-b6e451fc1136/paulaner-munich-lager-4x500ml,Liquor,Beer,PAULANER,,PAULANER
Weissbier 4x500ml,$14.99,https://www.aldi.com.au/products/paulaner-weissbier-4x500ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/ae4f2958-8fd8-423d-b19d-ac3f4fe44e92/paulaner-weissbier-4x500ml,Liquor,Beer,PAULANER,,PAULANER
Lemon Lime Vodka Crush 4x275ml,$11.99,https://www.aldi.com.au/products/striganov-lemon-lime-vodka-crush-4x275ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/26396bf6-3fb9-4ae2-a98e-92760b3d03e7/striganov-lemon-lime-vodka-crush-4x275ml,Liquor,Premixed,STRIGANOV,,STRIGANOV
Guava Vodka Crush 4x275ml,$11.99,https://www.aldi.com.au/products/striganov-guava-vodka-crush-4x275ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/25147590-c3f7-4665-b24e-9a3ae75ecae0/striganov-guava-vodka-crush-4x275ml,Liquor,Premixed,STRIGANOV,,STRIGANOV
Watermelon Vodka Crush 4x275ml,$11.99,https://www.aldi.com.au/products/striganov-watermelon-vodka-crush-4x275ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/2289ed4e-50ae-461b-8c0e-c9d0e465b0d8/striganov-watermelon-vodka-crush-4x275ml,Liquor,Premixed,STRIGANOV,,STRIGANOV
Apple Cider 10x375ml,$23.99,https://www.aldi.com.au/products/somersby-apple-cider-10x375ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/2179416d-6e4c-491a-a781-b730e6f531aa/somersby-apple-cider-10x375ml,Liquor,Cider,SOMERSBY,,Somersby
Jim Beam & Cola 10 Pack 375ml,$47.99,https://www.aldi.com.au/products/jim-beam-jim-beam-cola-10-pack-375ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/22cf6503-b843-43ac-8c40-177b0e615c77/jim-beam-jim-beam-cola-10-pack-375ml,Liquor,Premixed,JIM BEAM,,Jim Beam
Delle Venezie Pinot Grigio 750ml,$9.99,https://www.aldi.com.au/products/corte-carista-delle-venezie-pinot-grigio-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/081e1811-abb2-42a3-b1a8-a5a2ce5ac1a1/corte-carista-delle-venezie-pinot-grigio-750ml,Liquor,White Wine,CORTE CARISTA,,CORTE CARISTA
Heathcote Shiraz 750ml,$13.99,https://www.aldi.com.au/products/truly-wildly-heathcote-shiraz-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/0538b934-83ab-4885-9526-6f4963519fbf/truly-wildly-heathcote-shiraz-750ml,Liquor,Red Wine,TRULY WILDLY,,TRULY WILDLY
Yarra Valley Pinot Noir 750ml,$13.99,https://www.aldi.com.au/products/truly-wildly-yarra-valley-pinot-noir-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/d0ae668b-fc45-4ae7-925e-467a669138e2/truly-wildly-yarra-valley-pinot-noir-750ml,Liquor,Red Wine,TRULY WILDLY,,TRULY WILDLY
Classic Dry Craft Gin 750ml,$46.99,https://www.aldi.com.au/products/infusionist-classic-dry-craft-gin-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/7c1481d5-e88d-4ba7-a427-01c638851c3a/infusionist-classic-dry-craft-gin-750ml,Liquor,Spirits,INFUSIONIST,,INFUSIONIST
Vodka Soda Double Lemon 10 Pack 330ml,$46.99,https://www.aldi.com.au/products/suntory-196-c-vodka-soda-double-lemon-10-pack-330ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/a7e2daa1-4cfc-4eba-84db-a75a279821cb/suntory-196-c-vodka-soda-double-lemon-10-pack-330ml,Liquor,Premixed,SUNTORY -196 C,,SUNTORY -196 C
Reserve Central Otago Pinot Noir 750ml,$16.99,https://www.aldi.com.au/products/kaiora-bay-reserve-central-otago-pinot-noir-750ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/20d7bd79-ec6f-446a-80d7-d4be980c1e72/kaiora-bay-reserve-central-otago-pinot-noir-750ml,Liquor,Red Wine,KAIORA BAY,,KAIORA BAY
American Whisky 700ml,$39.99,https://www.aldi.com.au/products/early-times-american-whisky-700ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/86e27efa-0f65-434b-b453-a61215388827/early-times-american-whisky-700ml,Liquor,Spirits,EARLY TIMES,,EARLY TIMES
