name,price,product_url,image_url,category,subcategory,brand,size,canonical_brand
Lebanese Bread White 6 Pack 500g,$2.49,https://www.aldi.com.au/products/no-brand-lebanese-bread-white-6-pack-500g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/f36c96b0-8a48-4373-9196-7c1f79e7a6df/no-brand-lebanese-bread-white-6-pack-500g,Bakery,Speciality Breads & Rolls,,500g,Unknown
Lebanese Bread Wholemeal 6 Pack 500g,$2.49,https://www.aldi.com.au/products/no-brand-lebanese-bread-wholemeal-6-pack-500g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/d476eec1-c7b9-46ed-8e08-001c994587e3/no-brand-lebanese-bread-wholemeal-6-pack-500g,Bakery,Speciality Breads & Rolls,,500g,Unknown
Chocolate Chip Brioche Sliced Loaf 500g,$4.49,https://www.aldi.com.au/products/bon-appetit-chocolate-chip-brioche-sliced-loaf-500g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/04f35542-d24b-4be0-bad1-603b650d29c2/bon-appetit-chocolate-chip-brioche-sliced-loaf-500g,Bakery,Sliced Breads,BON APPETIT,500g,BON APPETIT
Original Brioche Sliced Loaf 500g,$4.49,https://www.aldi.com.au/products/bon-appetit-original-brioche-sliced-loaf-500g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/72a7fbf9-556f-43e8-bf9c-8eece246b608/bon-appetit-original-brioche-sliced-loaf-500g,Bakery,Sliced Breads,BON APPETIT,500g,BON APPETIT
Chocolate Mud Cake 600g,$6.49,https://www.aldi.com.au/products/the-cake-stall-chocolate-mud-cake-600g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/e8d62ff3-41c7-4e51-ad97-7b79d74c6820/the-cake-stall-chocolate-mud-cake-600g,Bakery,"Muffins, Cakes & Other",THE CAKE STALL,600g,THE CAKE STALL
Caramel Mud Cake 600g,$6.49,https://www.aldi.com.au/products/the-cake-stall-caramel-mud-cake-600g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/826d481e-1d84-4380-bb78-1f71193d9e68/the-cake-stall-caramel-mud-cake-600g,Bakery,"Muffins, Cakes & Other",THE CAKE STALL,600g,THE CAKE STALL
Apple Rounds 6 Pack 280g,$4.29,https://www.aldi.com.au/products/the-cake-stall-apple-rounds-6-pack-280g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/ee2ce99f-0b6f-43ce-af91-8140690a2398/the-cake-stall-apple-rounds-6-pack-280g,Bakery,"Muffins, Cakes & Other",THE CAKE STALL,280g,THE CAKE STALL
Almond Rounds 6 Pack 280g,$4.29,https://www.aldi.com.au/products/the-cake-stall-almond-rounds-6-pack-280g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/82ca8f1b-cab9-4575-a4cb-bf6ceb962b2c/the-cake-stall-almond-rounds-6-pack-280g,Bakery,"Muffins, Cakes & Other",THE CAKE STALL,280g,THE CAKE STALL
Banana Muffin Bars 10 Pack 420g,$5.99,https://www.aldi.com.au/products/the-cake-stall-banana-muffin-bars-10-pack-420g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/2b4ca0b9-1561-4dc3-9e64-82fd43905220/the-cake-stall-banana-muffin-bars-10-pack-420g,Bakery,"Muffins, Cakes & Other",THE CAKE STALL,420g,THE CAKE STALL
Choc Chip Muffin Bars 10 Pack 420g,$5.99,https://www.aldi.com.au/products/the-cake-stall-choc-chip-muffin-bars-10-pack-420g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/8b6932ed-ca6a-421b-b61c-4a264d78524a/the-cake-stall-choc-chip-muffin-bars-10-pack-420g,Bakery,"Muffins, Cakes & Other",THE CAKE STALL,420g,THE CAKE STALL
